#,INCIDENT TITLE,INCIDENT DATE,LOCATION,DESCRIPTION,CATEGORY,APPROVED,VERIFIED
5123, "RD 1428/03 052", "2011-07-03", "URB LOS PINOS MONTEQUINT,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5124, "RD 1428/03 052", "2011-07-06", "ZIZUR MAYOR,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5125, "RD 1428/03 052", "2011-07-06", "ALCALA DE GUADAIRA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5126, "RD 1428/03 052", "2011-07-03", "OLIVENZA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5127, "RD 1428/03 052", "2011-07-02", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5128, "RD 1428/03 052", "2011-07-03", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5129, "RD 1428/03 052", "2011-07-01", "DOS HERMANAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5130, "RD 1428/03 052", "2011-07-03", "COLMENAR DE OREJA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5131, "RD 1428/03 052", "2011-07-04", "SEVILLA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5132, "RD 1428/03 048", "2011-07-08", "CORDOBA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5133, "RD 1428/03 052", "2011-07-03", "MAIRENA DEL ALCOR,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5134, "RD 1428/03 052", "2011-07-07", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5135, "RD 1428/03 052", "2011-07-08", "HUELVA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5136, "RD 1428/03 052", "2011-07-03", "SAN JUAN DE AZNALFARACHE,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5137, "RD 1428/03 052", "2011-07-07", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5138, "RD 1428/03 052", "2011-07-09", "ALCALA DE GUADAIRA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5139, "RD 1428/03 052", "2011-07-09", "TORREMOLINOS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5140, "RD 1428/03 052", "2011-07-09", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5141, "RD 1428/03 048", "2011-07-11", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5142, "RD 1428/03 052", "2011-07-05", "ALCALA DE GUADAIRA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5143, "RD 1428/03 052", "2011-07-05", "TIJOLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5144, "RD 1428/03 052", "2011-07-06", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5145, "RD 1428/03 052", "2011-07-07", "FUENLABRADA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5146, "RD 1428/03 048", "2011-07-11", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5147, "RD 1428/03 052", "2011-07-08", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5148, "RD 1428/03 052", "2011-07-10", "DOS HERMANAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5149, "RD 1428/03 052", "2011-07-10", "SEVILLA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5150, "RD 1428/03 052", "2011-07-10", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5151, "RD 1428/03 052", "2011-07-09", "MAIRENA DEL ALJARAFE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5152, "RD 1428/03 052", "2011-07-09", "BADAJOZ,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5153, "RD 1428/03 052", "2011-07-11", "SAN LORENZO ESCORIAL,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5154, "RD 1428/03 052", "2011-07-11", "CAZALLA DE LA SIERRA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5155, "RD 1428/03 048", "2011-07-13", "CORDOBA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5156, "RD 1428/03 052", "2011-07-12", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5157, "RD 1428/03 052", "2011-07-13", "LA ALGABA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5158, "RD 1428/03 052", "2011-07-12", "SAN SEBASTIAN DE LOS REY,Spain", "300.00 €, 0 puntos", "RD 1428/03", YES, YES
5159, "RD 1428/03 052", "2011-07-13", "BADAJOZ,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5160, "RD 1428/03 052", "2011-07-14", "CORDOBA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5161, "RD 1428/03 052", "2011-07-15", "ALMERIA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5162, "RD 1428/03 048", "2011-07-14", "SESE�A,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5163, "RD 1428/03 052", "2011-07-17", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5164, "RD 1428/03 052", "2011-07-07", "MARBELLA,Spain", "400.00 €, 4 puntos", "RD 1428/03", YES, YES
5165, "RD 1428/03 052", "2011-07-14", "TORREMOLINOS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5166, "RD 1428/03 052", "2011-07-14", "CASTILLEJA CUESTA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5167, "RD 1428/03 052", "2011-07-14", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5168, "RD 1428/03 052", "2011-07-15", "MADRID,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5169, "RD 1428/03 052", "2011-07-14", "LLORET DE MAR,Spain", "300.00 €, 0 puntos", "RD 1428/03", YES, YES
5170, "RD 1428/03 052", "2011-07-14", "SEVILLA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5171, "RD 1428/03 052", "2011-07-16", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5172, "RD 1428/03 052", "2011-07-16", "ZUMAIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5173, "RD 1428/03 052", "2011-07-16", "ALGECIRAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5174, "RD 1428/03 052", "2011-07-18", "PALOMARES DEL RIO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5175, "RD 1428/03 052", "2011-07-15", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5176, "RD 1428/03 052", "2011-07-17", "HUELVA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5177, "RD 1428/03 048", "2011-07-19", "MALAGA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5178, "RD 1428/03 048", "2011-07-20", "LA CARLOTA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5179, "RD 1428/03 052", "2011-07-15", "DOS HERMANAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5180, "RD 1428/03 052", "2011-07-15", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5181, "RD 1428/03 048", "2011-07-27", "ARROYO MIEL,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5182, "RD 1428/03 052", "2011-07-16", "ALCORCON,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5183, "RD 1428/03 052", "2011-07-16", "MOSTOLES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5184, "RD 1428/03 052", "2011-07-18", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5185, "RD 1428/03 052", "2011-07-19", "LA CAMPANA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5186, "RD 1428/03 052", "2011-07-20", "ALCALA DE HENARES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5187, "RD 1428/03 052", "2011-07-22", "CARTAYA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5188, "RD 1428/03 052", "2011-07-22", "PATERNA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5189, "RD 1428/03 052", "2011-07-22", "VILLANUEVA PARDILLO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5190, "RD 1428/03 052", "2011-07-22", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5191, "RD 1428/03 052", "2011-07-22", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5192, "RD 1428/03 052", "2011-07-23", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5193, "RD 1428/03 052", "2011-07-19", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5194, "RD 1428/03 052", "2011-07-19", "MOLINA DE SEGURA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5195, "RD 1428/03 052", "2011-07-21", "PUNTA UMBRIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5196, "RD 1428/03 052", "2011-07-26", "MALAGA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5197, "RD 1428/03 052", "2011-07-22", "MALAGA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5198, "RD 1428/03 052", "2011-07-24", "MURCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5199, "RD 1428/03 052", "2011-07-21", "PRIEGO DE CORDOBA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5200, "RD 1428/03 052", "2011-07-23", "CORDOBA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5201, "RD 1428/03 052", "2011-07-23", "CIEMPOZUELOS,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5202, "RD 1428/03 052", "2011-07-23", "ISLA CRISTINA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5203, "RD 1428/03 052", "2011-07-27", "LA ALGABA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5204, "RD 1428/03 052", "2011-07-19", "HUELVA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5205, "RD 1428/03 052", "2011-07-19", "MOLINA DE SEGURA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5206, "RD 1428/03 052", "2011-07-28", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5207, "RD 1428/03 048", "2011-07-28", "PUENTE GENIL,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5208, "RD 1428/03 052", "2011-07-28", "TORRE DE BENAGALBON,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5209, "RD 1428/03 052", "2011-07-28", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5210, "RD 1428/03 052", "2011-07-27", "BOADILLA DEL MONTE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5211, "RD 1428/03 052", "2011-07-28", "QUINTANA DE SERENA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5212, "RD 1428/03 052", "2011-07-28", "ALMENDRALEJO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5213, "RD 1428/03 052", "2011-07-28", "CASTILBLANCO ARROYOS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5214, "RD 1428/03 052", "2011-07-28", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5215, "RD 1428/03 052", "2011-07-28", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5216, "RD 1428/03 052", "2011-07-28", "TOCINA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5217, "RD 1428/03 052", "2011-07-23", "CAMAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5218, "RD 1428/03 052", "2011-07-26", "ALFACAR,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5219, "RD 1428/03 052", "2011-07-29", "LAS PALMAS G C,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5220, "RD 1428/03 052", "2011-07-19", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5221, "RD 1428/03 048", "2011-07-29", "PUENTE GENIL,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5222, "RD 1428/03 048", "2011-07-29", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5223, "RD 1428/03 052", "2011-07-29", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5224, "RD 1428/03 052", "2011-07-29", "CORDOBA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5225, "RD 1428/03 048", "2011-07-29", "ABEJORRERAS (CORDOBA),Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5226, "RD 1428/03 048", "2011-07-30", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5227, "RD 1428/03 048", "2011-07-30", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5228, "RD 1428/03 052", "2011-07-30", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5229, "RD 1428/03 052", "2011-07-30", "CORDOBA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5230, "RD 1428/03 048", "2011-07-31", "CORDOBA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5231, "RD 1428/03 052", "2011-07-31", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5232, "RD 1428/03 052", "2011-07-31", "ALCORCON,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5233, "RD 1428/03 052", "2011-07-31", "ESPARTINAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5234, "RD 1428/03 052", "2011-07-31", "BENALMADENA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5235, "RD 1428/03 052", "2011-07-31", "EL EJIDO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5236, "RD 1428/03 052", "2011-07-31", "PIZARRA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5237, "RD 1428/03 052", "2011-07-31", "CORDOBA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5238, "RD 1428/03 052", "2011-07-28", "SANLUCAR LA MAYOR,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5239, "RD 1428/03 052", "2011-07-27", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5240, "RD 1428/03 052", "2011-07-28", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5241, "RD 1428/03 052", "2011-07-28", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5242, "RD 1428/03 052", "2011-07-23", "COLMENAREJO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5243, "RD 1428/03 052", "2011-07-29", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5244, "RD 1428/03 048", "2011-08-01", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5245, "RD 1428/03 048", "2011-08-01", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5246, "RD 1428/03 052", "2011-07-30", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5247, "RD 1428/03 052", "2011-07-31", "BEAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5248, "RD 1428/03 052", "2011-07-29", "CARMONA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5249, "RD 1428/03 052", "2011-07-30", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5250, "RD 1428/03 052", "2011-07-25", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5251, "RD 1428/03 052", "2011-07-31", "PATERNA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5252, "RD 1428/03 052", "2011-07-31", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5253, "RD 1428/03 052", "2011-07-24", "CALPE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5254, "RD 1428/03 052", "2011-08-01", "ZARAGOZA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5255, "RD 1428/03 052", "2011-08-01", "PARLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5256, "RD 1428/03 052", "2011-08-02", "ONTINYENT,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5257, "RD 1428/03 052", "2011-07-24", "ARROYO DE LA MIEL,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5258, "RD 1428/03 048", "2011-08-01", "CORDOBA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5259, "RD 1428/03 052", "2011-07-24", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5260, "RD 1428/03 052", "2011-08-01", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5261, "RD 1428/03 052", "2011-08-02", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5262, "RD 1428/03 048", "2011-08-02", "PUIG,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5263, "RD 1428/03 052", "2011-07-25", "NERVA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5264, "RD 1428/03 052", "2011-08-02", "ARONA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5265, "RD 1428/03 048", "2011-08-02", "PUEBLA DE VALLBONA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5266, "RD 1428/03 052", "2011-08-02", "CARTAYA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5267, "RD 1428/03 052", "2011-07-25", "LA BA�EZA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5268, "RD 1428/03 052", "2011-08-02", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5269, "RD 1428/03 052", "2011-07-25", "LUCENA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5270, "RD 1428/03 052", "2011-08-02", "TARIFA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5271, "RD 1428/03 048", "2011-08-03", "SAN FERNANDO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5272, "RD 1428/03 052", "2011-07-26", "ARGANDA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5273, "RD 1428/03 052", "2011-08-03", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5274, "RD 1428/03 052", "2011-07-26", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5275, "RD 1428/03 052", "2011-07-26", "GUADALCACIN,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5276, "RD 1428/03 052", "2011-07-26", "BADAJOZ,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5277, "RD 1428/03 052", "2011-07-26", "LAS ROZAS DE MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5278, "RD 1428/03 052", "2011-07-26", "OVIEDO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5279, "RD 1428/03 052", "2011-07-27", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5280, "RD 1428/03 052", "2011-08-03", "FUENGIROLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5281, "RD 1428/03 052", "2011-08-04", "MALAGA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5282, "RD 1428/03 052", "2011-08-03", "ALCALA DE GUADAIRA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5283, "RD 1428/03 052", "2011-07-31", "GINES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5284, "RD 1428/03 052", "2011-07-31", "MOSTOLES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5285, "RD 1428/03 052", "2011-08-04", "CHURRIANA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5286, "RD 1428/03 048", "2011-08-04", "CORDOBA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5287, "RD 1428/03 052", "2011-07-29", "SAN FERNANDO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5288, "RD 1428/03 052", "2011-07-29", "ZAFRA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5289, "RD 1428/03 052", "2011-08-04", "GINES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5290, "RD 1428/03 052", "2011-08-05", "VILLARRASA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5291, "RD 1428/03 052", "2011-08-04", "FUENLABRADA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5292, "RD 1428/03 052", "2011-08-05", "SEVILLA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5293, "RD 1428/03 052", "2011-08-06", "CANCELADA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5294, "RD 1428/03 052", "2011-08-06", "PINTO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5295, "RD 1428/03 052", "2011-08-06", "MONTEQUINTO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5296, "RD 1428/03 052", "2011-08-06", "ALCALA DE HENARES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5297, "RD 1428/03 052", "2011-08-06", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5298, "RD 1428/03 052", "2011-08-07", "MALAGA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5299, "RD 1428/03 052", "2011-08-07", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5300, "RD 1428/03 052", "2011-08-07", "ARAHAL,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5301, "RD 1428/03 052", "2011-08-07", "HUELVA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5302, "RD 1428/03 052", "2011-08-07", "MALAGA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5303, "RD 1428/03 052", "2011-08-08", "DOS HERMANAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5304, "RD 1428/03 052", "2011-08-06", "SEVILLA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5305, "RD 1428/03 052", "2011-08-07", "SEVILLA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5306, "RD 1428/03 052", "2011-08-07", "LOS NAREJOS,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5307, "RD 1428/03 052", "2011-08-06", "DOS HERMANAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5308, "RD 1428/03 052", "2011-08-06", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5309, "RD 1428/03 052", "2011-08-08", "MAIRENA DEL ALJARAFE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5310, "RD 1428/03 052", "2011-08-06", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5311, "RD 1428/03 052", "2011-08-06", "EL RONQUILLO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5312, "RD 1428/03 052", "2011-08-06", "CASTILLEJA CUESTA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5313, "RD 1428/03 052", "2011-08-06", "PILAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5314, "RD 1428/03 052", "2011-08-07", "VILLARROBLEDO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5315, "RD 1428/03 052", "2011-08-07", "BOLLULLOS PAR CDO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5316, "RD 1428/03 052", "2011-08-07", "SEVILLA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5317, "RD 1428/03 052", "2011-08-07", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5318, "RD 1428/03 052", "2011-08-07", "ARAHAL,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5319, "RD 1428/03 052", "2011-08-07", "LAS ROZAS DE MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5320, "RD 1428/03 052", "2011-08-07", "CASTILBLANCO ARROYOS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5321, "RD 1428/03 052", "2011-08-06", "HUELVA,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5322, "RD 1428/03 052", "2011-08-05", "MAIRENA DEL ALJARAFE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5323, "RD 1428/03 052", "2011-08-05", "LAS PAJANOSAS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5324, "RD 1428/03 052", "2011-07-31", "MADRID,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5325, "RD 1428/03 048", "2011-08-09", "CABANILLAS DEL CAMPO,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5326, "RD 1428/03 052", "2011-07-31", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5327, "RD 1428/03 052", "2011-08-01", "SAN SEBASTIAN REYES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5328, "RD 1428/03 052", "2011-08-01", "CANOPUS,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5329, "RD 1428/03 052", "2011-08-01", "VILLAMARTIN,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5330, "RD 1428/03 052", "2011-08-02", "ALCALA DE HENARES,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5331, "RD 1428/03 052", "2011-08-02", "MADRID,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5332, "RD 1428/03 052", "2011-08-03", "FUENTE DEL MAESTRE,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5333, "RD 1428/03 052", "2011-08-09", "CHURRIANA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5334, "RD 1428/03 052", "2011-08-08", "MURCIA,Spain", "0.00 €, 0 puntos", "RD 1428/03", YES, YES
5335, "RD 1428/03 052", "2011-08-06", "VIAR, EL,Spain", "300.00 €, 2 puntos", "RD 1428/03", YES, YES
5336, "RD 1428/03 052", "2011-08-06", "MONTSERRAT,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
5337, "RD 1428/03 052", "2011-08-06", "VALENCIA,Spain", "100.00 €, 0 puntos", "RD 1428/03", YES, YES
